id,version,date,business_line,products,plan_id,plant_cedis,address,country,group,latittude,longitude,articles,units,unit cost,income,admin_costs,production_costs
139,Actual,2017.Feb,Frozen foods,Italian meatballs,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"56,000",£2.25,"-£147,681","£27,524","£98,366"
140,Actual,2017.Feb,Frozen foods,Italian meatballs,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"28,200",£2.56,"-£129,351","£19,686","£52,534"
141,Actual,2017.Feb,Frozen foods,Italian meatballs,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"26,100",£1.89,"-£61,173","£16,641","£32,666"
142,Actual,2017.Feb,Frozen foods,Italian meatballs,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"18,400",£2.44,"-£46,466","£18,570","£26,287"
143,Actual,2017.Feb,Frozen foods,Italian meatballs,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"36,500",£1.84,"-£78,421","£13,145","£54,105"
144,Actual,2017.Feb,Frozen foods,Italian meatballs,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"18,100",£2.39,"-£55,080","£12,812","£30,369"
145,Actual,2017.Feb,Frozen foods,Brocoli soup,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"54,600",£2.37,"-£222,843","£25,654","£103,697"
146,Actual,2017.Feb,Frozen foods,Brocoli soup,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"35,700",£2.52,"-£109,317","£16,970","£72,972"
147,Actual,2017.Feb,Frozen foods,Brocoli soup,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"22,300",£2.70,"-£78,141","£27,811","£32,316"
148,Actual,2017.Feb,Frozen foods,Brocoli soup,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"23,100",£2.36,"-£71,703","£15,489","£39,083"
149,Actual,2017.Feb,Frozen foods,Brocoli soup,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"32,200",£2.42,"-£76,794","£13,339","£64,716"
150,Actual,2017.Feb,Frozen foods,Brocoli soup,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"13,700",£2.46,"-£28,625","£8,899","£24,822"
151,Actual,2017.Feb,Beverages,Soda,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"59,700",£1.86,"-£203,586","£32,405","£78,339"
152,Actual,2017.Feb,Beverages,Soda,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"59,700",£2.27,"-£156,218","£36,298","£98,952"
153,Actual,2017.Feb,Beverages,Soda,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"35,100",£1.79,"-£62,510","£29,373","£33,610"
154,Actual,2017.Feb,Beverages,Soda,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"25,300",£1.86,"-£48,116","£19,158","£27,872"
155,Actual,2017.Feb,Beverages,Soda,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"53,000",£1.68,"-£95,361","£24,938","£64,032"
156,Actual,2017.Feb,Beverages,Soda,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"15,000",£1.80,"-£39,415","£8,261","£18,771"
157,Actual,2017.Feb,Beverages,Water,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"102,200",£1.57,"-£267,886","£50,978","£109,908"
158,Actual,2017.Feb,Beverages,Water,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"38,300",£2.13,"-£118,008","£15,586","£65,869"
159,Actual,2017.Feb,Beverages,Water,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"23,800",£1.85,"-£48,610","£16,722","£27,313"
160,Actual,2017.Feb,Beverages,Water,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"20,200",£1.92,"-£56,615","£16,158","£22,682"
161,Actual,2017.Feb,Beverages,Water,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"34,900",£2.08,"-£92,584","£17,451","£55,056"
162,Actual,2017.Feb,Beverages,Water,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"10,200",£2.54,"-£30,263","£10,001","£15,903"
163,Actual,2017.Feb,Beverages,Coffee,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"163,800",£1.13,"-£300,961","£41,963","£143,739"
164,Actual,2017.Feb,Beverages,Coffee,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"138,800",£1.11,"-£178,406","£44,160","£109,617"
165,Actual,2017.Feb,Beverages,Coffee,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"51,800",£1.13,"-£81,025","£23,622","£34,813"
166,Actual,2017.Feb,Beverages,Coffee,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"50,700",£1.20,"-£62,610","£22,242","£38,584"
167,Actual,2017.Feb,Beverages,Coffee,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"59,000",£1.13,"-£97,807","£18,764","£47,790"
168,Actual,2017.Feb,Beverages,Coffee,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"42,100",£1.13,"-£48,066","£16,010","£31,510"
169,Actual,2017.Feb,Beverages,Tea,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"223,200",£0.67,"-£176,446","£36,079","£112,830"
170,Actual,2017.Feb,Beverages,Tea,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"218,800",£0.62,"-£162,780","£26,433","£108,768"
171,Actual,2017.Feb,Beverages,Tea,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"67,200",£0.63,"-£49,188","£19,378","£23,237"
172,Actual,2017.Feb,Beverages,Tea,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"79,300",£0.82,"-£77,055","£28,100","£36,845"
173,Actual,2017.Feb,Beverages,Tea,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"116,400",£0.80,"-£107,183","£26,635","£66,853"
174,Actual,2017.Feb,Beverages,Tea,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"52,100",£0.68,"-£35,203","£12,168","£23,046"
175,Actual,2017.Feb,Snacks,Chips,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"50,200",£2.15,"-£190,726","£29,113","£78,574"
176,Actual,2017.Feb,Snacks,Chips,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"60,400",£2.40,"-£151,584","£36,307","£108,765"
177,Actual,2017.Feb,Snacks,Chips,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"27,100",£2.58,"-£59,492","£29,561","£40,262"
178,Actual,2017.Feb,Snacks,Chips,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"17,800",£2.48,"-£44,900","£14,573","£29,629"
179,Actual,2017.Feb,Snacks,Chips,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"35,700",£2.07,"-£102,969","£21,250","£52,519"
180,Actual,2017.Feb,Snacks,Chips,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"26,300",£1.75,"-£40,428","£15,079","£31,068"
181,Actual,2017.Feb,Snacks,Cookies,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"75,800",£2.24,"-£223,168","£39,636","£130,105"
182,Actual,2017.Feb,Snacks,Cookies,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"65,800",£1.46,"-£151,688","£18,078","£78,256"
183,Actual,2017.Feb,Snacks,Cookies,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"26,500",£1.65,"-£48,583","£18,760","£24,978"
184,Actual,2017.Feb,Snacks,Cookies,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"43,900",£1.56,"-£85,670","£28,368","£40,026"
185,Actual,2017.Feb,Snacks,Cookies,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"35,700",£1.97,"-£108,863","£17,244","£52,973"
186,Actual,2017.Feb,Snacks,Cookies,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"27,600",£1.68,"-£41,894","£16,393","£29,868"
187,Actual,2017.Feb,Snacks,Crackers,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"72,800",£2.14,"-£241,928","£43,093","£112,872"
188,Actual,2017.Feb,Snacks,Crackers,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"43,400",£2.06,"-£113,441","£23,514","£65,687"
189,Actual,2017.Feb,Snacks,Crackers,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"20,000",£2.59,"-£44,055","£26,422","£25,473"
190,Actual,2017.Feb,Snacks,Crackers,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"21,800",£2.62,"-£58,787","£18,011","£39,192"
191,Actual,2017.Feb,Snacks,Crackers,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"45,700",£2.29,"-£155,101","£22,393","£82,250"
192,Actual,2017.Feb,Snacks,Crackers,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"15,300",£2.74,"-£39,992","£14,222","£27,634"
193,Actual,2017.Mar,Dairy,Cheese,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"66,900",£2.45,"-£169,754","£27,043","£136,912"
194,Actual,2017.Mar,Dairy,Cheese,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"35,700",£2.22,"-£110,376","£20,942","£58,232"
195,Actual,2017.Mar,Dairy,Cheese,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"26,800",£2.39,"-£60,607","£22,811","£41,170"
196,Actual,2017.Mar,Dairy,Cheese,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"25,100",£2.54,"-£52,600","£24,513","£39,318"
197,Actual,2017.Mar,Dairy,Cheese,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"44,700",£2.61,"-£121,126","£29,409","£87,083"
198,Actual,2017.Mar,Dairy,Cheese,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"27,300",£1.96,"-£41,140","£15,299","£38,133"
199,Actual,2017.Mar,Dairy,Butter and margarine,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"67,100",£2.77,"-£167,332","£37,370","£148,561"
200,Actual,2017.Mar,Dairy,Butter and margarine,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"42,600",£2.77,"-£119,362","£23,201","£94,978"
201,Actual,2017.Mar,Dairy,Butter and margarine,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"24,200",£2.86,"-£55,352","£31,113","£38,005"
202,Actual,2017.Mar,Dairy,Butter and margarine,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"15,700",£2.59,"-£45,988","£14,820","£25,915"
203,Actual,2017.Mar,Dairy,Butter and margarine,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"51,700",£2.34,"-£153,453","£23,874","£97,137"
204,Actual,2017.Mar,Dairy,Butter and margarine,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"16,000",£1.95,"-£22,742","£9,121","£22,052"
205,Actual,2017.Mar,Breakfast and cereal,Cereal,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"70,200",£2.25,"-£203,931","£24,111","£133,733"
206,Actual,2017.Mar,Breakfast and cereal,Cereal,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"49,200",£2.43,"-£117,534","£16,895","£102,790"
207,Actual,2017.Mar,Breakfast and cereal,Cereal,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"38,600",£1.82,"-£71,915","£21,593","£48,828"
208,Actual,2017.Mar,Breakfast and cereal,Cereal,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"26,600",£1.83,"-£44,183","£15,372","£33,406"
209,Actual,2017.Mar,Breakfast and cereal,Cereal,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"66,000",£1.83,"-£159,577","£18,475","£102,594"
210,Actual,2017.Mar,Breakfast and cereal,Cereal,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"18,200",£2.85,"-£47,553","£14,362","£37,573"
211,Actual,2017.Mar,Breakfast and cereal,Granola,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"63,500",£2.20,"-£197,099","£32,296","£107,414"
212,Actual,2017.Mar,Breakfast and cereal,Granola,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"57,400",£1.87,"-£170,261","£26,124","£81,168"
213,Actual,2017.Mar,Breakfast and cereal,Granola,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"22,300",£1.85,"-£42,288","£17,492","£23,864"
214,Actual,2017.Mar,Breakfast and cereal,Granola,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"38,000",£1.71,"-£84,631","£25,088","£39,935"
215,Actual,2017.Mar,Breakfast and cereal,Granola,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"46,400",£1.72,"-£97,831","£15,690","£63,955"
216,Actual,2017.Mar,Breakfast and cereal,Granola,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"18,400",£1.84,"-£35,285","£9,773","£24,145"
217,Actual,2017.Mar,Breakfast and cereal,Pancakes,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"65,200",£1.85,"-£164,587","£25,198","£95,496"
218,Actual,2017.Mar,Breakfast and cereal,Pancakes,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"44,300",£3.20,"-£122,914","£23,467","£118,184"
219,Actual,2017.Mar,Breakfast and cereal,Pancakes,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"26,400",£2.80,"-£66,526","£29,256","£44,546"
220,Actual,2017.Mar,Breakfast and cereal,Pancakes,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"24,800",£2.45,"-£56,555","£16,071","£44,607"
221,Actual,2017.Mar,Breakfast and cereal,Pancakes,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"33,300",£2.92,"-£101,870","£19,600","£77,598"
222,Actual,2017.Mar,Breakfast and cereal,Pancakes,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"12,100",£2.83,"-£28,533","£10,681","£23,530"
223,Actual,2017.Mar,Frozen foods,Four meat ravioli,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"82,700",£2.28,"-£272,378","£42,593","£145,589"
224,Actual,2017.Mar,Frozen foods,Four meat ravioli,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"83,200",£1.30,"-£127,702","£26,241","£82,142"
225,Actual,2017.Mar,Frozen foods,Four meat ravioli,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"37,200",£1.63,"-£55,721","£21,706","£38,761"
226,Actual,2017.Mar,Frozen foods,Four meat ravioli,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"29,000",£1.98,"-£48,461","£19,386","£38,155"
227,Actual,2017.Mar,Frozen foods,Four meat ravioli,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"81,000",£1.72,"-£118,704","£33,721","£105,393"
228,Actual,2017.Mar,Frozen foods,Four meat ravioli,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"26,400",£2.02,"-£44,273","£14,307","£39,143"
229,Actual,2017.Mar,Frozen foods,Alfredo pasta,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"325,700",£0.54,"-£182,519","£35,696","£139,873"
230,Actual,2017.Mar,Frozen foods,Alfredo pasta,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"372,800",£0.40,"-£138,906","£27,968","£122,687"
231,Actual,2017.Mar,Frozen foods,Alfredo pasta,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"187,400",£0.45,"-£71,808","£27,592","£56,841"
232,Actual,2017.Mar,Frozen foods,Alfredo pasta,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"116,200",£0.40,"-£45,462","£14,194","£31,911"
233,Actual,2017.Mar,Frozen foods,Alfredo pasta,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"261,700",£0.37,"-£104,655","£19,805","£75,862"
234,Actual,2017.Mar,Frozen foods,Alfredo pasta,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"55,700",£0.53,"-£23,567","£7,424","£22,046"
235,Actual,2017.Mar,Frozen foods,Italian meatballs,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"44,000",£2.73,"-£185,108","£26,066","£94,148"
236,Actual,2017.Mar,Frozen foods,Italian meatballs,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"75,400",£1.87,"-£148,112","£29,573","£111,064"
237,Actual,2017.Mar,Frozen foods,Italian meatballs,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"17,200",£2.96,"-£49,831","£21,704","£29,169"
238,Actual,2017.Mar,Frozen foods,Italian meatballs,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"28,900",£2.25,"-£68,357","£24,620","£40,338"
239,Actual,2017.Mar,Frozen foods,Italian meatballs,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"46,000",£1.94,"-£78,986","£22,830","£66,248"
240,Actual,2017.Mar,Frozen foods,Italian meatballs,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"10,500",£2.57,"-£29,113","£8,936","£18,012"
241,Actual,2017.Mar,Frozen foods,Brocoli soup,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"56,600",£2.87,"-£167,010","£37,996","£124,357"
242,Actual,2017.Mar,Frozen foods,Brocoli soup,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"62,900",£2.24,"-£197,991","£27,437","£113,182"
243,Actual,2017.Mar,Frozen foods,Brocoli soup,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"23,900",£2.43,"-£49,503","£20,996","£37,126"
244,Actual,2017.Mar,Frozen foods,Brocoli soup,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"21,600",£2.54,"-£47,966","£19,359","£35,413"
245,Actual,2017.Mar,Frozen foods,Brocoli soup,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"42,800",£2.24,"-£108,963","£24,505","£71,239"
246,Actual,2017.Mar,Frozen foods,Brocoli soup,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"10,400",£2.52,"-£27,427","£8,901","£17,332"
247,Actual,2017.Mar,Beverages,Soda,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"127,900",£1.24,"-£250,461","£28,401","£130,377"
248,Actual,2017.Mar,Beverages,Soda,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"59,600",£1.69,"-£152,327","£16,427","£84,494"
249,Actual,2017.Mar,Beverages,Soda,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"33,200",£1.96,"-£69,751","£27,791","£37,285"
250,Actual,2017.Mar,Beverages,Soda,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"27,000",£1.70,"-£46,367","£20,586","£25,251"
251,Actual,2017.Mar,Beverages,Soda,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"53,200",£1.81,"-£82,388","£14,093","£82,297"
252,Actual,2017.Mar,Beverages,Soda,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"22,700",£2.37,"-£45,919","£16,069","£37,677"
253,Actual,2017.Mar,Beverages,Water,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"49,400",£2.70,"-£155,527","£20,885","£112,270"
254,Actual,2017.Mar,Beverages,Water,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"71,300",£1.84,"-£122,655","£30,476","£100,949"
255,Actual,2017.Mar,Beverages,Water,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"16,700",£2.59,"-£37,028","£17,195","£26,134"
256,Actual,2017.Mar,Beverages,Water,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"21,500",£2.17,"-£50,463","£14,191","£32,506"
257,Actual,2017.Mar,Beverages,Water,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"45,300",£2.49,"-£125,108","£26,773","£86,181"
258,Actual,2017.Mar,Beverages,Water,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"20,100",£2.02,"-£50,026","£15,035","£25,664"
259,Actual,2017.Mar,Beverages,Coffee,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"112,700",£1.06,"-£135,871","£25,487","£93,656"
260,Actual,2017.Mar,Beverages,Coffee,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"148,900",£1.14,"-£178,585","£41,044","£129,125"
261,Actual,2017.Mar,Beverages,Coffee,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"43,300",£1.47,"-£53,841","£23,186","£40,250"
262,Actual,2017.Mar,Beverages,Coffee,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"56,400",£1.17,"-£68,217","£23,399","£42,476"
263,Actual,2017.Mar,Beverages,Coffee,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"110,400",£1.04,"-£107,232","£21,562","£92,817"
264,Actual,2017.Mar,Beverages,Coffee,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"30,600",£0.96,"-£26,076","£10,459","£18,882"
265,Actual,2017.Mar,Beverages,Tea,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"197,600",£0.76,"-£201,039","£31,863","£118,381"
266,Actual,2017.Mar,Beverages,Tea,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"117,000",£0.93,"-£93,698","£21,129","£87,250"
267,Actual,2017.Mar,Beverages,Tea,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"75,200",£0.87,"-£48,963","£23,887","£41,426"
268,Actual,2017.Mar,Beverages,Tea,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"59,100",£0.69,"-£45,134","£17,123","£23,811"
269,Actual,2017.Mar,Beverages,Tea,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"167,700",£0.70,"-£127,381","£27,232","£89,709"
270,Actual,2017.Mar,Beverages,Tea,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"69,800",£0.80,"-£45,312","£16,497","£39,020"
271,Actual,2017.Mar,Snacks,Chips,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"80,900",£2.16,"-£175,998","£43,283","£131,846"
272,Actual,2017.Mar,Snacks,Chips,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"71,800",£1.83,"-£153,444","£31,204","£99,988"
273,Actual,2017.Mar,Snacks,Chips,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"27,100",£2.36,"-£46,953","£21,983","£41,943"
274,Actual,2017.Mar,Snacks,Chips,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"22,600",£1.93,"-£37,450","£12,305","£31,352"
275,Actual,2017.Mar,Snacks,Chips,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"64,900",£2.05,"-£106,465","£32,278","£100,803"
